,Bull Steepener,Bull Flattener,Bear Steepener,Bear Flattener,Steepener Twist,Flattener Twist
30/55/15,1.3914901013592778,1.0589315253149394,2.759960143678306,0.2289220423211497,0.2329425466424973,1.6418443141929555
30/60/10,1.3255981411168607,1.0480628871244002,2.932549520953391,0.2212763248994225,0.2868701920205383,1.6079905180028846
30/50/20,1.4491408567290156,1.0642070997085635,2.5682348602834666,0.23557017960301713,0.17672144259968994,1.6658173625048422
30/65/5,1.2516632558662673,1.0308892922173785,3.077414726203474,0.21275350488389586,0.33635009841372304,1.5648795638716124
30/45/25,1.4986824730531068,1.0647025061894977,2.366374950173422,0.2411268632033841,0.12046392004739494,1.6797969879521668
60/40 (baseline),0.7555237506180308,1.1852974383894945,1.7955961205496094,0.24281673756790034,-0.08778584626780822,0.4050205965660003
