,asset_returns,asset_returns,asset_returns,asset_returns,signals,signals,signals,signals,positions,positions,positions,positions,weights,weights,weights,weights,results,results,results,results,results
,BRL,AUD,BCOM,XAU,BRL,AUD,BCOM,XAU,BRL,AUD,BCOM,XAU,BRL,AUD,BCOM,XAU,strategy_return,nav,pnl,gross_leverage,active_signals
Dates,,,,,,,,,,,,,,,,,,,,,
2006-06-26,0.0061023212816588845,9.041375801599472e-06,0.00792789400212035,0.0037732612983449876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-06-27,-0.002214109742687431,0.0023301880589163826,-0.0019632608453802325,-0.010593763348996199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-06-28,0.00040646286978218704,-0.00626253100719576,0.0022723249066958218,0.0018996632415162473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-06-29,0.011290452223681857,0.004139992309203144,0.014586154661413886,0.03361199689735406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-06-30,0.02050944248765596,0.014092886991465603,0.015499022811231944,0.027015759192862587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-03,0.003653610614408276,0.0013427833297137148,0.004592594816071216,0.012421855971421536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-04,-0.003580249735175345,0.0016331340068189704,0.0,-0.005212510024057759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-05,4.160672364661444e-05,-0.005065933897238306,0.002940280754578195,0.01273679967754937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-06,-0.007718792921817319,0.0068994135985687155,0.014929871028693809,0.007768845021093762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-07,0.00027038591542027923,0.007767530576939352,-0.012323552091295098,-0.005971280981943994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-10,0.005257933788942015,-0.00502426500717057,-0.0001720339152575523,-0.008104886769964237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-11,-0.006177192128049347,0.005478348017869283,0.013056819831777977,0.027717696066650754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-12,-0.002472249058114162,0.000937548247336828,0.005555257745338382,0.015714397069140018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-13,-0.004412652876339962,0.0021578576788963133,0.00383941999057269,0.013076911270394342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-14,-0.0016200344805733513,-0.0010439087644473766,0.006002072803013236,0.006211650632527821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-17,-0.0020159868407489956,-0.005290460406567887,-0.025474836618195384,-0.03180004517051871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-18,0.007033241825446401,-0.004508810157262566,-0.01677525154324333,-0.015520271215962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-19,0.0001641036271220475,0.004168054002500865,0.0049114045027878195,0.015322644340889369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-20,0.0008344163834903551,0.003240317384110014,-0.008625231774970654,-0.022714896927265693,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137638230.5883953,0.0,0.0,0.0
2006-07-21,0.0007792538361399703,0.0014716791787405814,-0.0052256360612548125,-0.013372602085489071,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0001948134590349926,137665044.36819166,26813.779796361923,0.25,1.0
2006-07-24,0.003031065593337212,0.0018722551445065072,0.009867751184972962,-0.007260992335619165,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.000757766398334303,137769362.31303906,104317.94484740496,0.25,1.0
2006-07-25,-0.003676786604548843,-0.000646048932224752,-0.0018664208237167967,0.006306379520520045,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.0009191966511372107,137642725.1765716,-126637.13646745682,0.25,1.0
2006-07-26,-0.0027801682767486513,0.009301137701372308,0.0006217555217811199,0.009077253565487053,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.0006950420691871628,137547057.69205633,-95667.48451527953,0.25,1.0
2006-07-27,0.010512012492646328,0.0037363031869677155,0.007504584845902107,0.015366146458583474,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.002628003123161582,137908531.78925273,361474.09719640017,0.25,1.0
2006-07-28,0.003924340596805909,0.005785665666675044,0.0038904769692515995,0.0006305667218411415,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0009810851492014772,138043831.80173934,135300.01248660684,0.25,1.0
2006-07-31,0.0010297502962131055,-0.0018031030290878158,0.021234391706782096,0.003150846790074935,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.00019333818321867757,138017142.65809423,-26689.143645107746,0.5,2.0
2006-08-01,-0.004515165471762783,-0.0008702229936612405,-0.0034549929731811924,0.015861798193953724,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.0017553541888371271,138259411.62759045,242268.96949622035,1.0,4.0
2006-08-02,0.004079940737095722,-0.0016783465027639943,0.0119289516061305,0.006802195253922783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.0052831852735962526,138989861.71503744,730450.0874469876,1.0,4.0
2006-08-03,0.00011665920012271513,-0.0038469405415612057,-0.018097458134554212,-0.009704414587332177,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.00788303851583122,137894199.28182772,-1095662.4332097173,1.0,4.0
2006-08-04,0.0024671341722584117,0.005745310957551819,0.006804912970177712,0.0024343727226210365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.004362932705652245,138495822.39379412,601623.1119664013,1.0,4.0
2006-08-07,-0.002988660623107875,-0.002606152215307911,-0.001450835004845663,0.0033255993812837392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.0009300121154944274,138367019.6010225,-128802.79277160764,1.0,4.0
2006-08-08,-7.673905895533295e-05,-0.0035017941971616784,-0.003687371809520501,-0.009404147074693614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.004167513035082782,137790373.2432097,-576646.3578128219,1.0,4.0
2006-08-09,0.006943286016164452,0.007191738073154541,0.012812264615767788,0.011641117422768632,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.009647101531963853,139119650.96401414,1329277.720804453,1.0,4.0
2006-08-10,0.002572281915746766,0.0012181720203223723,-0.015248667349231249,-0.021199021583619193,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.008164308749195326,137983835.1804636,-1135815.7835505307,1.0,4.0
2006-08-11,0.0015309626640438445,-0.0008954774861448245,-0.01450243969193954,-0.005815324165029501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.004920569669767505,137304876.10615644,-678959.0743071735,1.0,4.0
2006-08-14,0.0021743335865223035,-0.008697759142958672,-0.009891428792026535,-0.009248280768318518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.006415783779195355,136423957.70923012,-880918.3969263136,1.0,4.0
2006-08-15,0.005054022126402602,0.005924002850862031,0.0014711564872877947,-0.0030317536301261994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.002354356958606557,136745148.40338352,321190.6941533983,1.0,4.0
2006-08-16,0.00829100089121848,0.006011789240587984,-0.00038119499983724214,0.0068021766965429276,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.005180942957128037,137453617.21692547,708468.8135419488,1.0,4.0
2006-08-17,-2.9065090231483737e-05,-0.008639011719571377,-0.017485269565783557,-0.0239249662189015,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.01251957814862198,135732755.91436738,-1720861.3025580943,1.0,4.0
2006-08-18,-0.0072426081693962585,-0.0036396293822800185,0.004957492416438836,0.00146579804560254,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.0011147367724087254,135581449.62012926,-151306.29423812032,1.0,4.0
2006-08-21,0.006958226590683347,0.005011692366131193,0.010142192036963094,0.02146690518783556,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.010894754045403299,137058576.1668598,1477126.5467305481,1.0,4.0
2006-08-22,0.0001220139677438059,-0.0011575003661480343,0.005389984117964319,-0.0049355198216844975,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.00014525552553110166,137038667.65135014,-19908.515509665012,1.0,4.0
2006-08-23,-0.002109286258646481,0.0006724435320863975,-0.004581388190186497,-0.0042399999999999105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.002564557729186623,136687224.07702744,-351443.5743227005,1.0,4.0
2006-08-24,-0.010978674744990147,-0.00020876645808398653,0.003926341781587794,-0.0015264722423075083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.002196892915948462,136386936.88275197,-300287.1942754686,1.0,4.0
2006-08-25,0.002614832216247809,-0.007052263973726158,0.0014531325593347688,0.001818474412616622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.0002914561963817397,136347186.06489196,-39750.817860007286,1.0,4.0
2006-08-28,0.004799456886995124,0.0021243570189486416,-0.011919829329453013,-0.012449199235378239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.004361303664721872,135752534.58263263,-594651.4822593331,1.0,4.0
2006-08-29,0.0027380995270982478,0.0018656613001188926,-0.009593214635573388,0.0002765216825533212,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.0011782330314507317,135592586.46228424,-159948.12034839392,1.0,4.0
2006-08-30,0.005626832586890229,0.0044886929043241874,-0.00043861076993645387,0.0070412228636473895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.004179534396231338,136159300.34127733,566713.878993094,1.0,4.0
2006-08-31,-0.0006374119933907352,-0.0014958398184533594,0.011889139708791019,0.012950523188218543,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.005676602771291367,136932222.6029317,772922.261654377,1.0,4.0
2006-09-01,-0.00212122593802333,0.0061483564848927585,-0.00918384724370469,-0.002949147138530117,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.0020264659588413447,136654734.11515835,-277488.4877733588,1.0,4.0
2006-09-04,0.003496507127495274,0.00534321669163873,0.0,0.0016787912702853625,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,0.0026296287723548417,137014085.33586606,359351.22070771456,0.75,3.0
2006-09-05,0.0027485491468735024,0.00014101174760305923,0.007915807280038267,0.018834796488427674,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,0.005431089345726059,137758221.0749481,744135.7390820384,0.75,3.0
2006-09-06,-0.009585813594445325,-0.007588634030295416,-0.0010501210100380964,-0.007206642644524419,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,-0.00609527256731629,136918547.1691077,-839673.9058403969,0.75,3.0
2006-09-07,-0.0023351156695013975,-0.007749485879342544,-0.0083605232190479,-0.02666877071169338,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,-0.00918834306513433,135660492.58573815,-1258054.583369553,0.75,3.0
2006-09-08,-0.0008292822269884148,-0.006940648516351344,-0.012285068970780078,-0.009727626459143934,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,-0.004374389300620923,135067060.77845415,-593431.8072839975,0.75,3.0
2006-09-11,-0.009607379002268823,-0.0034220904862539703,-0.025811258466549303,-0.03446299934512109,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.25,0.25,0.0,0.25,-0.011873117208410972,133463393.73483598,-1603667.0436181724,0.75,3.0
2006-09-12,0.0029304373386163096,-0.00012549187619947944,-0.006016981819947809,-0.0038999576091562904,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0007012363656042075,133556983.1199998,93589.38516381383,0.5,2.0
2006-09-13,0.0031170875752173366,0.001743516771656184,-0.0020714063048932196,0.004681249468039939,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0012151510867183801,133719275.03317688,162291.9131770879,0.5,2.0
2006-09-14,0.004538358889140559,0.002437153908583456,-0.01609803232498286,-0.025330396475770955,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0017438781994310038,133952465.16175097,233190.12857408822,0.5,2.0
2006-09-15,0.00044175977041027714,-0.0019663178509021773,-0.008136298752593696,0.00710995219469801,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.00038113952012297503,133901410.58345993,-51054.57829104364,0.5,2.0
2006-09-18,0.0065832808779517915,0.0017404690971016823,0.011702480346615918,0.013567162633341345,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.0020809374937633685,134180051.04921085,278640.4657509178,0.5,2.0
2006-09-19,-0.006803119686683234,-0.00369545501235391,-0.01051561742763818,-0.023075613079019175,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.002624643674759286,133827876.22694567,-352174.82226517797,0.5,2.0
2006-09-20,-0.006714499842592092,0.002677374031549773,-0.006558758238892737,0.005491153142159755,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.0010092814527605798,133692806.23360749,-135069.99333818257,0.5,2.0
2006-09-21,-0.01733624311843185,0.00429547512466355,0.014257204438413051,0.01282940360610274,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.0032601919984420746,133256942.01647542,-435864.2171320617,0.5,2.0
2006-09-22,-0.0007718381247381334,-0.00868913025361806,-0.00782206271250474,0.009243409791167334,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.0023652420945890484,132941757.08782186,-315184.92865356803,0.5,2.0
2006-09-25,-0.005048390895659893,0.002680507951453137,-0.0022890294756172658,0.002035278154681075,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,-0.000591970736051689,132863059.45802657,-78697.62979528308,0.5,2.0
2006-09-26,0.01179433460896373,0.0010827514342863775,0.0048741548305843985,0.0020311442112390665,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.003219271510812527,133290781.72017919,427722.2621526122,0.5,2.0
2006-09-27,0.008145756884331723,-0.003965794622567631,0.004805571221768279,0.018750000000000044,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.25,0.25,0.0,0.0,0.001044990565441023,133430069.32953703,139287.60935784876,0.5,2.0
2006-09-28,0.0033951675431056483,-0.001663264595206937,0.00607272784541002,-0.002984579671696297,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0008487918857764121,133543323.68970253,113254.3601654917,0.25,1.0
2006-09-29,0.00478036046672381,-0.003321643543770847,0.001565997626896909,-0.004989190088142359,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0011950901166809524,133702919.9959928,159596.3062902689,0.25,1.0
2006-10-02,0.005452373864808235,0.0038654971183818,-0.0076458239297410024,-0.0026742436904561018,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0013630934662020588,133885169.57265149,182249.57665869594,0.25,1.0
2006-10-03,-0.003152116960293605,-0.006084978041166256,-0.0167507068446755,-0.03720462543991965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-04,-0.0003032636070622319,-0.0009187380620515606,0.005114217743170224,-0.01305483028720622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-05,0.0002751607628062036,0.0022355795431150405,0.016677832818797977,0.012874779541446113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-06,0.0012245722479355958,-0.003476792650724092,0.005539560045445091,-0.00034825004353111755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-09,0.004310998755550299,0.002694295659540602,0.015394141272174089,0.005225570458108342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-10,0.004192306214850117,-0.00024347161499893577,-0.01066619995517104,-0.007104487957026562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-11,-0.00013802287147535175,-0.00038303702395547923,0.0037869806324586364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-12,5.170109529384348e-07,0.008495386467077592,0.00260644208596994,0.010994764397905588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-13,0.003549795367170594,0.000821504705454057,0.013277108998484,0.01916105644743671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-16,0.0037773136561325416,0.003872369266575637,0.02169105764296897,0.009485094850948617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-17,-0.0010208407539749054,-0.0003749949244317152,-0.005983825084523664,-0.009899328859060419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-18,0.0035516760386455903,0.0008147849620803171,-0.007907791578088075,0.0001694628029147438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-19,-0.0035288672914496333,0.005620065432140997,0.010271330591009376,0.01558793629278199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-20,-0.0019091411176901385,0.00015748268284010436,-0.005334006263271407,-0.013179846513179827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133885169.57265149,0.0,0.0,0.0
2006-10-23,0.002403859764895211,-0.0012976428791846573,0.0010454685641008155,-0.01614539306846996,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0006009649412238027,133965629.86571445,80460.29306295514,0.25,1.0
2006-10-24,-0.0032854416115198903,0.0010798691163771412,0.004453164599533599,0.007732623077584044,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.0008213604028799726,133855595.80199589,-110034.06371855736,0.25,1.0
2006-10-25,-0.0008042324989270266,0.002261875837420213,0.013236888222164955,0.007843805951061267,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.00020105812473175666,133828683.04691908,-26912.755076810718,0.25,1.0
2006-10-26,0.007421806519474883,0.005599288066828301,-0.001895953293341024,0.010320615853142812,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0018554516298687207,134076995.69500169,248312.64808261395,0.25,1.0
2006-10-27,-0.00015201037560397257,0.005258727508869354,0.0037884677575261705,0.00468893912752244,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-3.800259390099314e-05,134071900.42138284,-5095.273618847132,0.25,1.0
2006-10-30,-0.0049423680469634634,0.0014599292766201977,-0.014944132515282482,0.006917243103591986,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,-0.0012355920117408659,133906242.25222327,-165658.1691595763,0.25,1.0
2006-10-31,0.0020130029806642025,0.00743720301887274,-0.002579994786198303,0.004138387684158307,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0005032507451660506,133973630.6684191,67388.41619582474,0.25,1.0
2006-11-01,0.0004800349116300673,-0.0007471336006499296,0.004235182406578719,0.018133860863831286,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.00012000872790751682,133989708.67340878,16078.004989683628,0.25,1.0
2006-11-02,0.0,-0.0004540390101638314,0.007960678926048459,0.011496113989637236,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,133989708.67340878,0.0,0.25,1.0
2006-11-03,0.00019397447542224278,-0.005140878042125374,0.005172424003742737,0.004322074595805914,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.0,5.6380109259901445e-05,133997263.0278235,7554.354414716363,0.75,3.0
2006-11-06,0.002512457108144961,0.0019642829315422716,0.0026601009601108228,-0.006694293911380211,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.0,0.0017842102499495138,134236342.31798288,239079.29015938938,0.75,3.0
2006-11-07,0.0006223179809465851,0.00493101938580387,0.0024180009742515995,0.0025673940949935137,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.0,0.0019928345852505136,134503853.14355168,267510.8255687952,0.75,3.0
2006-11-08,-0.0037489751693048357,-0.005644278880306275,-0.00029250838543581903,-0.01440460947503197,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.0,-0.0024214406087617324,134178160.05151497,-325693.0920367092,0.75,3.0
2006-11-09,0.0023913287892267654,-0.002908976581882383,0.010834185999466506,0.028596947060734124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.25,0.25,0.25,0.0,0.002579134551702722,134524223.58018774,346063.52867276967,0.75,3.0
2006-11-10,-0.004515681969384455,-0.0021978536585365305,-0.024240216437962037,-0.007656967840735107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.009652679976654532,133225704.30086027,-1298519.279327467,1.0,4.0
2006-11-13,-0.007515516702062741,-0.006452425389187111,-0.005759979644782365,-0.004550082728776772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.006069501116202247,132417090.73989938,-808613.5609608889,1.0,4.0
2006-11-14,0.009856907662832093,0.004081295244393601,0.00335558631576105,-0.007703372223110239,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.0023976042499691264,132734574.51942591,317483.7795265317,1.0,4.0
2006-11-15,0.0,-0.00024228282167748638,0.00540628480608718,0.0035755701584847532,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.002184893035723612,133024585.36689314,290010.84746722877,1.0,4.0
2006-11-16,-0.0021774850509646004,0.0028124166705880693,-0.015110967276167342,-0.007783662333493813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.005564924497509421,132284313.5930139,-740271.7738792449,1.0,4.0
2006-11-17,-0.0032733552585889614,0.0026301259300853808,0.0030891446626044594,0.005580266882329266,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.002006545554107536,132549748.09433213,265434.5013182312,1.0,4.0
2006-11-20,0.0001992243668949012,0.0014555280033134999,0.0046959426623418565,0.0019301914106482077,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.0020702216107996163,132824155.44734307,274407.3530109376,1.0,4.0
2006-11-21,-0.0006001341658495862,-7.633141855700742e-05,0.01391270075869544,0.007384812971584553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.00515526203646835,133508898.77344674,684743.3261036724,1.0,4.0
2006-11-22,-0.0005003260638899443,0.007653198335847877,-0.005794863368088432,0.004462151394422298,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.0014550400745729497,133703159.57147421,194260.7980274707,1.0,4.0
2006-11-23,-0.0012455004938607406,-0.0013412162318857668,0.0,0.0015072187847058327,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,-0.00026987448526016866,133667076.50010721,-36083.07136699557,1.0,4.0
2006-11-24,-0.0003925814011586093,0.00505624805030247,0.0,0.01100990099009902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,0.25,0.25,0.25,0.00391839190981072,134190836.49127328,523759.9911660701,1.0,4.0
