Dates,method1_strategy_return,method1_nav,benchmark_strategy_return,benchmark_nav,spxt_level,luattruu_level,spxt_return,luattruu_return,method1_gross_leverage,method1_active_signals
2024-03-21,-8.940659325748501e-05,225740338.63450676,0.0020325263928157,473436635.5157118,11387.89,2241.98,0.0032596562912687,0.0001918315451361,0.5,2.0
2024-03-22,-0.0036799829847125,224909618.02936855,0.0006587408444727,473748507.5647957,11372.49,2250.22,-0.0013523137297603,0.0036753227058223,0.5,2.0
2024-03-25,0.0022034714274116,225405199.94644636,-0.0024679761999693,472579307.5233548,11337.74,2246.65,-0.0030556193058863,-0.0015865115410936,0.5,2.0
2024-03-26,-0.0007201015391054,225242885.31504256,-0.0012750133274913,471976762.6079658,11306.01,2248.92,-0.0027986177139358,0.0010103932521754,0.5,2.0
2024-03-27,0.0009039212349237,225446487.14209428,0.0063302880536414,474964511.4698994,11404.95,2254.99,0.0087510978674174,0.0026990733329774,0.5,2.0
2024-03-28,0.0069932113017767,227023082.06392223,0.000744885263868,475318305.53535366,11418.03,2255.31,0.0011468704378361,0.0001419075029158,0.5,2.0
2024-03-29,0.0,227023082.06392223,0.0,475318305.53535366,11418.03,2255.31,0.0,0.0,0.5,2.0
2024-04-01,0.0034616296410786,227808951.89400372,-0.0041661125882051,473338075.9592585,11395.08,2238.62,-0.002009978954338,-0.0074003130390057,0.5,2.0
2024-04-02,0.0052325960277443,229000984.11076888,-0.0047720476141571,471079284.1231873,11312.9,2236.13,-0.0072118844273142,-0.0011122923944214,0.5,2.0
2024-04-03,0.0051248949695691,230174590.10226452,0.0008673608580747,471487879.8552856,11325.78,2237.16,0.001138523278735,0.0004606172270842,0.5,2.0
2024-04-04,-0.0001259315115446,230145603.8682138,-0.0062801489398419,468526865.74646413,11187.49,2243.01,-0.0122101965604135,0.0026149224910154,0.5,2.0
2024-04-05,0.005791495732183,231478491.15079725,0.0045697158959481,470667900.4125445,11311.7,2231.28,0.0111025797564958,-0.0052295798948733,0.5,2.0
2024-04-08,0.0010497529059616,231721486.36955044,-0.0006337815555182,470369599.7784886,11307.66,2228.94,-0.0003571523290045,-0.0010487253952888,0.5,2.0
2024-04-09,0.0011924647048559,231997806.0634029,0.0023191845032335,471460473.665087,11325.63,2236.55,0.0015891882140071,0.0034141789370731,0.5,2.0
2024-04-10,-0.0055583368628815,230708284.10585305,-0.0098590090319161,466812340.59703135,11218.73,2213.09,-0.0094387685276668,-0.01048936978829,0.75,3.0
2024-04-11,0.0028540006489901,231366725.69841853,0.0041166903396153,468734062.4499804,11302.53,2211.07,0.0074696511993783,-0.0009127509500291,0.5,2.0
2024-04-12,-0.001559797209415,231005840.52532265,-0.0075085095029084,465214568.2877378,11139.38,2217.44,-0.014434821230291,0.0028809580881654,0.5,2.0
2024-04-15,0.0038829295081552,231902819.9200546,-0.0090650507015406,460997374.6391141,11005.61,2207.13,-0.0120087473450046,-0.0046495057363445,0.5,2.0
2024-04-16,5.076817542915002e-06,231903997.24835905,-0.0022625803650197,459954331.03093,10982.99,2201.45,-0.0020553154254967,-0.0025734777743042,0.5,2.0
2024-04-17,-0.0037762354336243,231028273.15675065,-0.0017810223222863,459135142.1001316,10919.49,2210.74,-0.0057816678336227,0.0042199459447183,0.5,2.0
2024-04-18,0.0015899023048188,231395585.5407209,-0.0023561984913637,458053328.5709832,10896.07,2204.83,-0.0021447888133969,-0.0026733130083138,0.5,2.0
2024-04-19,0.0037075004595184,232253484.78044364,-0.0046838425609551,455907878.8954353,10801.16,2207.82,-0.008710480017107,0.0013561136232727,0.5,2.0
