Dates,ret_100pct_60_40,ret_static_mv,ret_dynamic_mv,nav_100pct_60_40,nav_static_mv,nav_dynamic_mv,w_T_tan,w_T_mv
2002-02-01,-0.0032128520930002,-0.001416021369786557,-0.0028915668837001802,99108056.37084791,99613837.57805274,99199781.38735202,0.1,0.1
2002-02-04,-0.0129665073511896,-0.005714813806954111,-0.01166985661607064,97822971.02935319,99044563.043698,98042134.16221607,0.1,0.1
2002-02-05,-0.002455004013953,-0.0010820100166587427,-0.0022095036125577,97582815.24281931,98937395.83438914,97825509.71260178,0.1,0.1
2002-02-06,-0.0040641809140462,-0.0017912331032935986,-0.0036577628226415805,97186221.02757055,98760175.89581692,97467687.20006907,0.1,0.1
2002-02-07,-0.0023664135606524,-0.0010429649652833508,-0.00212977220458716,96956238.23622234,98657172.49239235,97260103.22902495,0.1,0.1
2002-02-08,0.0100972060611229,0.004450207835224951,0.00908748545501061,97935225.35260479,99096217.41441913,98143953.00247155,0.1,0.1
2002-02-11,0.0082890089946306,0.0036532692856674196,0.0074601080951675405,98747011.31644371,99458242.58182505,98876117.50075704,0.1,0.1
2002-02-12,-0.0039084503816628,-0.0017225969646230475,-0.0035176053434965203,98361063.5223759,99286916.11504686,98528310.34149218,0.1,0.1
2002-02-13,0.0057389610427871,0.0025293699310541436,0.00516506493850839,98925553.83405793,99538049.45521536,99037215.4626875,0.1,0.1
2002-02-14,4.258908850771634e-05,1.8770568236878265e-05,3.833017965694471e-05,98929766.98322584,99539917.84096482,99041011.57694891,0.1,0.1
2002-02-15,-0.0048741887992284,-0.002148233189793858,-0.00438676991930556,98447564.62108593,99326082.88574952,98606541.44658557,0.1,0.1
2002-02-18,0.0,0.0,0.0,98447564.62108593,99326082.88574952,98606541.44658557,0.1,0.1
2002-02-19,-0.0115080188004965,-0.005072004584621721,-0.010357216920446851,97314628.19656338,98822300.53798047,97585252.10704824,0.1,0.1
2002-02-20,0.0081905869618624,0.003609891097807093,0.00737152826567616,98111692.12146865,99179038.28095734,98304604.55126847,0.1,0.1
