Regime,Days,Commodity-Trend Ann. Ret.,60/40 Ann. Ret.,Commodity-Trend Vol,60/40 Vol,Commodity-Trend Sharpe,60/40 Sharpe,Commodity-Trend Max DD,60/40 Max DD,Active mean (bps/day),Active win rate,Corr
Bull Steepener,952,0.14531439925637768,0.12128313456407791,0.08400379931845886,0.15024445204405587,1.7298550831670125,0.8072386894426844,-0.06584251400887764,-0.18299375782120086,0.5359013998528843,0.5189075630252101,0.1217324525203021
Bull Flattener,515,0.018120428663926935,0.15030113538041578,0.07132394068464455,0.11526165100799175,0.25405815340525784,1.3039995008400023,-0.09464047439673107,-0.08141003271266789,-5.0079579302837445,0.4330097087378641,0.22170980737609486
Bear Steepener,423,0.04496708584440845,0.13354502006671964,0.08066533145810527,0.07473594958307435,0.5574524399960195,1.7868913262187807,-0.057593035365739564,-0.07566617718375768,-3.2110793424119843,0.46808510638297873,0.24100162673607314
Bear Flattener,909,0.012705775386690377,0.027721682150820826,0.06374397454878694,0.10489079741212295,0.1993251201643524,0.2642908895229434,-0.12717352627413947,-0.20063670708391357,-0.7217476516668738,0.47854785478547857,0.15733118870477392
Steepener Twist,85,-0.00991157779611973,-0.006275667248093253,0.08558516060276895,0.07319936886496049,-0.11580953668034666,-0.08573389833006233,-0.044478277432412616,-0.04043132732942134,-0.10668712784801053,0.4823529411764706,0.17725342914555117
Flattener Twist,234,0.10938488451218054,0.02401455455512691,0.051623110536819006,0.07065453390989554,2.1189130870787856,0.33988695737137326,-0.023342561671596762,-0.05076480122905769,3.1323212294225726,0.5128205128205128,0.0012203163244194973
Unclassified,3406,0.024711139415944272,0.05666903474706797,0.06736382469167447,0.1011313775590983,0.36683100356975923,0.5603506657857221,-0.1472764329328642,-0.18268921345762723,-1.3320265975299146,0.47005284791544333,0.1626832615470243
