date,w_stock,w_bond,w_trend,ret_dynamic_mv_3a,nav_dynamic_mv_3a
2020-12-30,0.03971418637296131,0.9602858136270387,0.0,0.0006400965269863495,217505528.48113975
2020-12-31,0.03971418637296131,0.9602858136270387,0.0,0.0011789875830596824,217761964.79846585
2021-01-01,0.0965477613601814,0.9034522386398186,0.0,0.0,217761964.79846585
2021-01-04,0.0965477613601814,0.9034522386398186,0.0,-0.001532428529080174,217428260.1510601
2021-01-05,0.0965477613601814,0.9034522386398186,0.0,-0.001691088557796475,217060569.70817706
2021-01-06,0.0965477613601814,0.9034522386398186,0.0,-0.004983331367015944,215978884.96260795
2021-01-07,0.0965477613601814,0.9034522386398186,0.0,0.00011178824870196921,216003028.86391455
2021-01-08,0.0965477613601814,0.9034522386398186,0.0,-0.0007699965857790047,215836707.26917142
2021-01-11,0.0965477613601814,0.9034522386398186,0.0,-0.0016045997048407352,215490375.7523935
2021-01-12,0.0965477613601814,0.9034522386398186,0.0,-0.000270902131667742,215431998.9502483
2021-01-13,0.0965477613601814,0.9034522386398186,0.0,0.0031977282020735813,216120891.92892063
2021-01-14,0.0965477613601814,0.9034522386398186,0.0,-0.0024833564733019553,215584186.71293315
2021-01-15,0.0965477613601814,0.9034522386398186,0.0,0.0006472737523717806,215723728.69841883
2021-01-18,0.0965477613601814,0.9034522386398186,0.0,0.0,215723728.69841883
2021-01-19,0.0965477613601814,0.9034522386398186,0.0,0.001717073452271034,216094142.18599182
2021-01-20,0.0965477613601814,0.9034522386398186,0.0,0.001538041536955181,216426503.95256662
2021-01-21,0.0965477613601814,0.9034522386398186,0.0,-0.0012693458825799957,216151783.86089325
2021-01-22,0.0965477613601814,0.9034522386398186,0.0,0.00044548377154121426,216248075.97279298
2021-01-25,0.0965477613601814,0.9034522386398186,0.0,0.0032735458200251148,216955973.95798218
2021-01-26,0.0965477613601814,0.9034522386398186,0.0,-0.0004275581582394515,216863212.66133767
2021-01-27,0.0965477613601814,0.9034522386398186,0.0,-0.001739343668366239,216486013.0054936
2021-01-28,0.0965477613601814,0.9034522386398186,0.0,-0.0006289259436958349,216349859.3354672
2021-01-29,0.0965477613601814,0.9034522386398186,0.0,-0.003051357179613696,215689698.63887548
2021-02-01,0.07134804533581993,0.9286519546641802,0.0,0.0016655279943851866,216048935.870059
2021-02-02,0.07134804533581993,0.9286519546641802,0.0,-0.0007906249068464336,215878122.2002625
2021-02-03,0.07134804533581993,0.9286519546641802,0.0,-0.002099757001894434,215424830.60161665
2021-02-04,0.07134804533581993,0.9286519546641802,0.0,0.00029990086387022646,215489436.69441316
2021-02-05,0.07134804533581993,0.9286519546641802,0.0,-0.0016605914871451347,215131596.7702687
2021-02-08,0.07134804533581993,0.9286519546641802,0.0,0.0012483518930736166,215400156.70635685
2021-02-09,0.07134804533581993,0.9286519546641802,0.0,0.000183285502027552,215439636.43221563
2021-02-10,0.07134804533581993,0.9286519546641802,0.0,0.0018038404382907985,215828255.1604227
2021-02-11,0.07134804533581993,0.9286519546641802,0.0,-0.0009659912400352256,215619766.95658562
2021-02-12,0.07134804533581993,0.9286519546641802,0.0,-0.002743963553491297,215028114.1746445
2021-02-15,0.07134804533581993,0.9286519546641802,0.0,0.0,215028114.1746445
2021-02-16,0.07134804533581993,0.9286519546641802,0.0,-0.004432913074802418,214074913.23586962
2021-02-17,0.07134804533581993,0.9286519546641802,0.0,0.0012092987907092849,214333793.76956692
2021-02-18,0.07134804533581993,0.9286519546641802,0.0,-0.0008126337469313225,214159618.89564198
2021-02-19,0.07134804533581993,0.9286519546641802,0.0,-0.0033940045654443514,213432760.17137632
2021-02-22,0.07134804533581993,0.9286519546641802,0.0,-0.002219803379538831,212958981.40904358
2021-02-23,0.07134804533581993,0.9286519546641802,0.0,-9.521490407853319e-05,212938704.54005605
2021-02-24,0.07134804533581993,0.9286519546641802,0.0,-0.0008330265729377187,212761320.9407673
2021-02-25,0.07134804533581993,0.9286519546641802,0.0,-0.009678974099834457,210702009.62593502
2021-02-26,0.07134804533581993,0.9286519546641802,0.0,0.008414638335981476,212474990.83360174
2021-03-01,0.12291140074505502,0.877088599254945,0.0,0.0006048795472969049,212603512.6098691
2021-03-02,0.12291140074505502,0.877088599254945,0.0,-0.00022205700159631402,212556302.51133013
2021-03-03,0.12291140074505502,0.877088599254945,0.0,-0.004872331739300609,211520657.69221583
2021-03-04,0.12291140074505502,0.877088599254945,0.0,-0.003909569967346821,210693702.8814289
2021-03-05,0.12291140074505502,0.877088599254945,0.0,0.002188400772575642,211154785.14359146
2021-03-08,0.12291140074505502,0.877088599254945,0.0,-0.003180437670721706,210483220.5105676
2021-03-09,0.12291140074505502,0.877088599254945,0.0,0.004922983350557696,211519425.90071288
2021-03-10,0.12291140074505502,0.877088599254945,0.0,0.0017598235839206625,211891662.77487034
2021-03-11,0.12291140074505502,0.877088599254945,0.0,0.00039235233870694975,211974798.96431255
2021-03-12,0.12291140074505502,0.877088599254945,0.0,-0.005081577518311064,210897632.591447
2021-03-15,0.12291140074505502,0.877088599254945,0.0,0.00203922706394233,211327700.75154883
2021-03-16,0.12291140074505502,0.877088599254945,0.0,-0.0006033522602555106,211200195.7056458
2021-03-17,0.12291140074505502,0.877088599254945,0.0,-0.0005799870253713846,211077702.33238062
2021-03-18,0.12291140074505502,0.877088599254945,0.0,-0.004923186391940677,210038527.46061575
2021-03-19,0.12291140074505502,0.877088599254945,0.0,0.0005697810633310145,210158203.43613273
2021-03-22,0.12291140074505502,0.877088599254945,0.0,0.003346420662874605,210861481.190584
2021-03-23,0.12291140074505502,0.877088599254945,0.0,0.001713162135532242,211222721.09600195
2021-03-24,0.12291140074505502,0.877088599254945,0.0,0.0004502426732504902,211317822.57859942
2021-03-25,0.12291140074505502,0.877088599254945,0.0,-0.0005791625861993043,211195435.2019648
2021-03-26,0.12291140074505502,0.877088599254945,0.0,0.0005134878615474785,211303881.49435523
2021-03-29,0.12291140074505502,0.877088599254945,0.0,-0.0020940182970030216,210861407.30027828
2021-03-30,0.12291140074505502,0.877088599254945,0.0,8.246739960377164e-05,210878796.49221516
2021-03-31,0.12291140074505502,0.877088599254945,0.0,-0.0006853421310652838,210734272.36843067
2021-04-01,0.12124273589515075,0.8787572641048492,0.0,0.004438876055938718,211669695.68421257
2021-04-02,0.12124273589515075,0.8787572641048492,0.0,-0.0024873219482335384,211143205.0043613
2021-04-05,0.12124273589515075,0.8787572641048492,0.0,0.002870863076852341,211749368.2355366
2021-04-06,0.12124273589515075,0.8787572641048492,0.0,0.0024716384087118417,212272736.107088
2021-04-07,0.12124273589515075,0.8787572641048492,0.0,-0.0008678820936875351,212088508.4004426
2021-04-08,0.12124273589515075,0.8787572641048492,0.0,0.002658602923681947,212652367.52895534
2021-04-09,0.12124273589515075,0.8787572641048492,0.0,-0.00035293467183897525,212577315.13540575
2021-04-12,0.12124273589515075,0.8787572641048492,0.0,-0.0004001974151565874,212492242.2433676
2021-04-13,0.12124273589515075,0.8787572641048492,0.0,0.0026280337434741365,213050679.02620965
2021-04-14,0.12124273589515075,0.8787572641048492,0.0,-0.0012718664337275413,212779707.01887336
2021-04-15,0.12124273589515075,0.8787572641048492,0.0,0.005366036146213558,213921490.6179174
2021-04-16,0.12124273589515075,0.8787572641048492,0.0,-0.0014082003269479608,213620246.30488804
2021-04-19,0.12124273589515075,0.8787572641048492,0.0,-0.0010595939849057565,213393895.57684928
2021-04-20,0.12124273589515075,0.8787572641048492,0.0,0.000819798337511028,213568835.5376782
2021-04-21,0.12124273589515075,0.8787572641048492,0.0,0.0015155028135129059,213892499.70881426
2021-04-22,0.12124273589515075,0.8787572641048492,0.0,-0.00040763178676287044,213805310.3269828
2021-04-23,0.12124273589515075,0.8787572641048492,0.0,0.0005345534354301495,213919600.6901313
2021-04-26,0.12124273589515075,0.8787572641048492,0.0,-0.000217101838875558,213873158.35144994
2021-04-27,0.12124273589515075,0.8787572641048492,0.0,-0.0023165412702889155,213377712.35352173
2021-04-28,0.12124273589515075,0.8787572641048492,0.0,0.0005893759489282941,213503472.0452203
2021-04-29,0.12124273589515075,0.8787572641048492,0.0,2.221260054937734e-05,213508214.51256073
2021-04-30,0.12124273589515075,0.8787572641048492,0.0,-0.000153810682527572,213475374.6683613
2021-05-03,0.1407578684342994,0.8592421315657005,0.0,0.0009612404294925101,213680575.82919362
2021-05-04,0.1407578684342994,0.8592421315657005,0.0,0.0002564491193391326,213735374.02468488
2021-05-05,0.1407578684342994,0.8592421315657005,0.0,0.0008812598592503852,213923730.43031472
2021-05-06,0.1407578684342994,0.8592421315657005,0.0,0.001456152969008682,214235236.10552225
2021-05-07,0.1407578684342994,0.8592421315657005,0.0,0.0007875378677677197,214403954.46656552
2021-05-10,0.1407578684342994,0.8592421315657005,0.0,-0.0033432667481127706,213687144.85493356
2021-05-11,0.1407578684342994,0.8592421315657005,0.0,-0.002502147988478568,213152467.9952711
2021-05-12,0.1407578684342994,0.8592421315657005,0.0,-0.006009008784677101,211871632.94261187
2021-05-13,0.1407578684342994,0.8592421315657005,0.0,0.0027825020600425994,212461166.19773927
2021-05-14,0.1407578684342994,0.8592421315657005,0.0,0.0038319172438029134,213275299.80413082
2021-05-17,0.1407578684342994,0.8592421315657005,0.0,-0.0009132816210516614,213080519.39259544
2021-05-18,0.1407578684342994,0.8592421315657005,0.0,-0.001320996502999176,212799040.77162057
